0.37989377701356514,0.760285255088943,-0.15411745105579971,0.19636695483660246,0.062320609147217106,0.13732631503175702
0.26123170581884764,0.5320018448607046,-0.1303949361364263,0.13891897316087706,0.07181821377265113,0.0908068744101332
0.14856333424451515,0.37318190423815295,-0.09147332987488457,0.09854896566386935,0.08771709834694963,0.058641654392235565
0.07189798710972357,0.26180691379589655,-0.061877002295807296,0.07014045091852282,0.09822401931292798,0.038049357993471165
0.020506019106588325,0.18371073501343546,-0.04117041160253741,0.049938394755993265,0.10393364212635915,0.024694886611712444
-0.012622322794000294,0.12891179811055012,-0.027149288674305595,0.03550761907382533,0.10574306089432003,0.015839935960349147
-0.033280664670471784,0.090443714120941,-0.017793068334518273,0.02520317194786017,0.10468096745495005,0.010018151808411821
-0.045453261696793694,0.0634321660824742,-0.011610789797997734,0.017854625062487743,0.10156389193448014,0.0062387287664748
-0.051875629987181614,0.04446364686082963,-0.007555711045565788,0.0126229293855139,0.09700427530899518,0.003830907230789709
-0.05441387034403387,0.03114436450697238,-0.004911204164138679,0.00890515103279178,0.09144442356779853,0.0023419348018919434
-0.054332914412802115,0.021793709296053922,-0.003194421268885918,0.006268036552916556,0.08519569736210769,0.0014672741418222028
-0.052486082269923795,0.015230933166628198,-0.002083723691555776,0.004400678352487998,0.07847357468642513,0.0010026094925438466
-0.0494472681691153,0.010626212712631892,-0.001366697470844288,0.0030804244045872283,0.07142553684236523,0.0008110566413903604
-0.04560185432617907,0.007396341143183416,-0.0009039893232839585,0.00214820513494383,0.06415182662677543,0.0008009451865073093
-0.04120855677738587,0.005131509123724031,-0.0006046383389914569,0.0014906544816038914,0.0567202952503626,0.0009108663291790194
-0.03644117322691395,0.003543835779105779,-0.00040948786218774057,0.0010271689118762609,0.04917676135687336,0.0010996565008583115
-0.03141662448652769,0.0024311633083999532,-0.0002801515381152767,0.0007005636692651516,0.04155212827930755,0.0013397049111386467
-0.026299848851730964,0.0016515874084356643,-0.0001920232211388716,0.00047052320663901827,0.03391896505301643,0.0015602876648648553
-0.021664026667989188,0.0011055329809740683,-0.00013120276012204657,0.00031020960292048143,0.026773837155085235,0.001358225092267015
-0.016683368489861624,0.0007231244595642219,-8.389617521073684e-05,0.00019912451189787027,0.020136839986981323,0.0010715002573656839
-0.011684881470946394,0.0004553825907425257,-4.459581117964329e-05,0.00012275202223840877,0.01406208127915358,0.0007392594450620286
-0.008185605590465368,0.00026794369141290076,-1.802698519164969e-05,7.000121868956302e-05,0.009811104791938923,0.0005079245533172519
